Address: 0x0001d2ee, Set: 0x2E, Miss, Tag: 0x0001D
Address: 0x0000aa2c, Set: 0xA2, Hit, Tag: 0x0000A
Address: 0x0001efbf, Set: 0xFB, Hit, Tag: 0x0001E
Address: 0x00013a38, Set: 0xA3, Miss, Tag: 0x00013
Address: 0x00091ef4, Set: 0xEF, Hit, Tag: 0x00091
Address: 0x000ff33e, Set: 0x33, Hit, Tag: 0x000FF
Address: 0x000165b8, Set: 0x5B, Hit, Tag: 0x00016
Address: 0x00016def, Set: 0xDE, Hit, Tag: 0x00016
Address: 0x0000d885, Set: 0x88, Hit, Tag: 0x0000D
Address: 0x0000e7c6, Set: 0x7C, Hit, Tag: 0x0000E
Address: 0x000cd1ca, Set: 0x1C, Hit, Tag: 0x000CD
Address: 0x00096f58, Set: 0xF5, Hit, Tag: 0x00096
Address: 0x000eb2d1, Set: 0x2D, Hit, Tag: 0x000EB
Address: 0x0000d525, Set: 0x52, Hit, Tag: 0x0000D
Address: 0x000e1bdf, Set: 0xBD, Hit, Tag: 0x000E1
Address: 0x0000d746, Set: 0x74, Hit, Tag: 0x0000D
Address: 0x00008fa9, Set: 0xFA, Hit, Tag: 0x00008
Address: 0x000122c4, Set: 0x2C, Hit, Tag: 0x00012
Address: 0x000b55b1, Set: 0x5B, Hit, Tag: 0x000B5
Address: 0x00097420, Set: 0x42, Hit, Tag: 0x00097
Address: 0x000a2f86, Set: 0xF8, Hit, Tag: 0x000A2
Address: 0x00015fbf, Set: 0xFB, Hit, Tag: 0x00015
Address: 0x0001f087, Set: 0x08, Hit, Tag: 0x0001F
Address: 0x000a2e13, Set: 0xE1, Miss, Tag: 0x000A2
Address: 0x0000b558, Set: 0x55, Hit, Tag: 0x0000B
Address: 0x000af9ab, Set: 0x9A, Miss, Tag: 0x000AF
Address: 0x0001f054, Set: 0x05, Hit, Tag: 0x0001F
Address: 0x000ffa1a, Set: 0xA1, Hit, Tag: 0x000FF
Address: 0x00018793, Set: 0x79, Hit, Tag: 0x00018
Address: 0x0001358f, Set: 0x58, Hit, Tag: 0x00013
Address: 0x0001a46f, Set: 0x46, Hit, Tag: 0x0001A
Address: 0x000b6eea, Set: 0xEE, Hit, Tag: 0x000B6
Address: 0x000badb4, Set: 0xDB, Hit, Tag: 0x000BA
Address: 0x000a95c9, Set: 0x5C, Hit, Tag: 0x000A9
Address: 0x00085d7d, Set: 0xD7, Hit, Tag: 0x00085
Address: 0x00088291, Set: 0x29, Hit, Tag: 0x00088
Address: 0x00016def, Set: 0xDE, Hit, Tag: 0x00016
Address: 0x000e1073, Set: 0x07, Hit, Tag: 0x000E1
Address: 0x00093fec, Set: 0xFE, Hit, Tag: 0x00093
Address: 0x00013044, Set: 0x04, Hit, Tag: 0x00013
Address: 0x00013851, Set: 0x85, Miss, Tag: 0x00013
Address: 0x0000e9ad, Set: 0x9A, Hit, Tag: 0x0000E
Address: 0x000faaa9, Set: 0xAA, Hit, Tag: 0x000FA
Address: 0x000192b7, Set: 0x2B, Miss, Tag: 0x00019
Address: 0x000d4577, Set: 0x57, Hit, Tag: 0x000D4
Address: 0x000d4e34, Set: 0xE3, Hit, Tag: 0x000D4
Address: 0x000a68e8, Set: 0x8E, Hit, Tag: 0x000A6
Address: 0x000a0549, Set: 0x54, Hit, Tag: 0x000A0
Address: 0x000192b7, Set: 0x2B, Hit, Tag: 0x00019
Address: 0x0001897b, Set: 0x97, Hit, Tag: 0x00018
Address: 0x00011c84, Set: 0xC8, Hit, Tag: 0x00011
Address: 0x000d1b36, Set: 0xB3, Hit, Tag: 0x000D1
Address: 0x000f34c6, Set: 0x4C, Hit, Tag: 0x000F3
Address: 0x000e7dc3, Set: 0xDC, Hit, Tag: 0x000E7
Address: 0x000b0c36, Set: 0xC3, Hit, Tag: 0x000B0
Address: 0x0000a644, Set: 0x64, Hit, Tag: 0x0000A
Address: 0x0000fcdc, Set: 0xCD, Hit, Tag: 0x0000F
Address: 0x000e7dc3, Set: 0xDC, Hit, Tag: 0x000E7
Address: 0x0001b6b9, Set: 0x6B, Hit, Tag: 0x0001B
Address: 0x0000bad2, Set: 0xAD, Hit, Tag: 0x0000B
Address: 0x000b72fc, Set: 0x2F, Hit, Tag: 0x000B7
Address: 0x0000a26f, Set: 0x26, Hit, Tag: 0x0000A
Address: 0x00019da3, Set: 0xDA, Hit, Tag: 0x00019
Address: 0x000a9fd5, Set: 0xFD, Hit, Tag: 0x000A9
Address: 0x000f2505, Set: 0x50, Hit, Tag: 0x000F2
Address: 0x000fbddb, Set: 0xDD, Hit, Tag: 0x000FB
Address: 0x0000be45, Set: 0xE4, Hit, Tag: 0x0000B
Address: 0x000fde7c, Set: 0xE7, Hit, Tag: 0x000FD
Address: 0x000be734, Set: 0x73, Hit, Tag: 0x000BE
Address: 0x0001ea18, Set: 0xA1, Hit, Tag: 0x0001E
Address: 0x000986fa, Set: 0x6F, Hit, Tag: 0x00098
Address: 0x0000981f, Set: 0x81, Hit, Tag: 0x00009
Address: 0x000850b4, Set: 0x0B, Hit, Tag: 0x00085
Address: 0x000c25ab, Set: 0x5A, Hit, Tag: 0x000C2
Address: 0x00009abf, Set: 0xAB, Hit, Tag: 0x00009
Address: 0x0000f6c7, Set: 0x6C, Hit, Tag: 0x0000F
Address: 0x000158af, Set: 0x8A, Hit, Tag: 0x00015
Address: 0x000e5290, Set: 0x29, Hit, Tag: 0x000E5
Address: 0x0001efbe, Set: 0xFB, Hit, Tag: 0x0001E
Address: 0x000d5efa, Set: 0xEF, Hit, Tag: 0x000D5
Address: 0x0001eeee, Set: 0xEE, Hit, Tag: 0x0001E
Address: 0x000bca6b, Set: 0xA6, Hit, Tag: 0x000BC
Address: 0x0000c082, Set: 0x08, Hit, Tag: 0x0000C
Address: 0x000aaa84, Set: 0xA8, Hit, Tag: 0x000AA
Address: 0x000aa092, Set: 0x09, Hit, Tag: 0x000AA
Address: 0x00011a7e, Set: 0xA7, Hit, Tag: 0x00011
Address: 0x000b71a3, Set: 0x1A, Hit, Tag: 0x000B7
Address: 0x000b61a6, Set: 0x1A, Hit, Tag: 0x000B6
Address: 0x0001ba4f, Set: 0xA4, Hit, Tag: 0x0001B
Address: 0x000832d8, Set: 0x2D, Hit, Tag: 0x00083
Address: 0x000d978f, Set: 0x78, Hit, Tag: 0x000D9
Address: 0x000cd1ca, Set: 0x1C, Hit, Tag: 0x000CD
Address: 0x00011709, Set: 0x70, Hit, Tag: 0x00011
Address: 0x0000a248, Set: 0x24, Hit, Tag: 0x0000A
Address: 0x0001ef13, Set: 0xF1, Hit, Tag: 0x0001E
Address: 0x0000858c, Set: 0x58, Hit, Tag: 0x00008
Address: 0x00008a4a, Set: 0xA4, Hit, Tag: 0x00008
Address: 0x00081d3e, Set: 0xD3, Hit, Tag: 0x00081
Address: 0x00012916, Set: 0x91, Hit, Tag: 0x00012
Address: 0x0001a12a, Set: 0x12, Hit, Tag: 0x0001A
Address: 0x0009ff80, Set: 0xF8, Hit, Tag: 0x0009F
Address: 0x000b72fc, Set: 0x2F, Hit, Tag: 0x000B7
Address: 0x00015d8b, Set: 0xD8, Hit, Tag: 0x00015
Address: 0x0001c7de, Set: 0x7D, Hit, Tag: 0x0001C
Address: 0x0001d8fd, Set: 0x8F, Hit, Tag: 0x0001D
Address: 0x000d42cb, Set: 0x2C, Hit, Tag: 0x000D4
Address: 0x000ad912, Set: 0x91, Hit, Tag: 0x000AD
Address: 0x000c7d5e, Set: 0xD5, Hit, Tag: 0x000C7
Address: 0x0000afae, Set: 0xFA, Hit, Tag: 0x0000A
Address: 0x0009d503, Set: 0x50, Hit, Tag: 0x0009D
Address: 0x000186c7, Set: 0x6C, Hit, Tag: 0x00018
Address: 0x0000f28a, Set: 0x28, Hit, Tag: 0x0000F
Address: 0x000ad0dc, Set: 0x0D, Hit, Tag: 0x000AD
Address: 0x0001c333, Set: 0x33, Hit, Tag: 0x0001C
Address: 0x000b72fc, Set: 0x2F, Hit, Tag: 0x000B7
Address: 0x0000da51, Set: 0xA5, Hit, Tag: 0x0000D
Address: 0x00016876, Set: 0x87, Hit, Tag: 0x00016
Address: 0x0000969f, Set: 0x69, Hit, Tag: 0x00009
Address: 0x000f4c90, Set: 0xC9, Hit, Tag: 0x000F4
Address: 0x0001897b, Set: 0x97, Hit, Tag: 0x00018
Address: 0x000ae120, Set: 0x12, Hit, Tag: 0x000AE
Address: 0x000ae24c, Set: 0x24, Hit, Tag: 0x000AE
Address: 0x00013f6b, Set: 0xF6, Hit, Tag: 0x00013
Address: 0x0000ec23, Set: 0xC2, Hit, Tag: 0x0000E
Address: 0x000905dc, Set: 0x5D, Hit, Tag: 0x00090
Address: 0x0000fbb9, Set: 0xBB, Hit, Tag: 0x0000F
Address: 0x000e2dc6, Set: 0xDC, Hit, Tag: 0x000E2
Address: 0x000fa11f, Set: 0x11, Hit, Tag: 0x000FA
Address: 0x000bea57, Set: 0xA5, Hit, Tag: 0x000BE
Address: 0x0000aa2c, Set: 0xA2, Hit, Tag: 0x0000A
Address: 0x0000f561, Set: 0x56, Hit, Tag: 0x0000F
Address: 0x000b1abe, Set: 0xAB, Hit, Tag: 0x000B1
Address: 0x00018438, Set: 0x43, Hit, Tag: 0x00018
Address: 0x0001f222, Set: 0x22, Hit, Tag: 0x0001F
Address: 0x000dac68, Set: 0xC6, Hit, Tag: 0x000DA
Address: 0x00010041, Set: 0x04, Hit, Tag: 0x00010
Address: 0x0000ddf4, Set: 0xDF, Hit, Tag: 0x0000D
Address: 0x000a2e13, Set: 0xE1, Hit, Tag: 0x000A2
Address: 0x000b6c89, Set: 0xC8, Hit, Tag: 0x000B6
Address: 0x0008648f, Set: 0x48, Hit, Tag: 0x00086
Address: 0x00099c16, Set: 0xC1, Hit, Tag: 0x00099
Address: 0x000904a7, Set: 0x4A, Hit, Tag: 0x00090
Address: 0x000d1b36, Set: 0xB3, Hit, Tag: 0x000D1
Address: 0x000a1750, Set: 0x75, Miss, Tag: 0x000A1
Address: 0x0000c4e1, Set: 0x4E, Hit, Tag: 0x0000C
Address: 0x00095ca7, Set: 0xCA, Hit, Tag: 0x00095
Address: 0x00091102, Set: 0x10, Hit, Tag: 0x00091
Address: 0x0000d156, Set: 0x15, Hit, Tag: 0x0000D
Address: 0x0000ec23, Set: 0xC2, Hit, Tag: 0x0000E
Address: 0x0001de7c, Set: 0xE7, Hit, Tag: 0x0001D
Address: 0x0001e48e, Set: 0x48, Hit, Tag: 0x0001E
Address: 0x0001eeee, Set: 0xEE, Hit, Tag: 0x0001E
Address: 0x0000a679, Set: 0x67, Hit, Tag: 0x0000A
Address: 0x0000e34b, Set: 0x34, Hit, Tag: 0x0000E
Address: 0x0001efb3, Set: 0xFB, Hit, Tag: 0x0001E
Address: 0x0000948b, Set: 0x48, Hit, Tag: 0x00009
Address: 0x000853b6, Set: 0x3B, Hit, Tag: 0x00085
Address: 0x000a32e8, Set: 0x2E, Miss, Tag: 0x000A3
Address: 0x0000dfaa, Set: 0xFA, Hit, Tag: 0x0000D
Address: 0x000d0511, Set: 0x51, Miss, Tag: 0x000D0
Address: 0x0000fbac, Set: 0xBA, Hit, Tag: 0x0000F
Address: 0x000850b4, Set: 0x0B, Hit, Tag: 0x00085
Address: 0x00081736, Set: 0x73, Hit, Tag: 0x00081
Address: 0x000116ed, Set: 0x6E, Hit, Tag: 0x00011
Address: 0x000fdc4f, Set: 0xC4, Hit, Tag: 0x000FD
Address: 0x0000d746, Set: 0x74, Hit, Tag: 0x0000D
Address: 0x0000caf7, Set: 0xAF, Hit, Tag: 0x0000C
Address: 0x00087f24, Set: 0xF2, Hit, Tag: 0x00087
Address: 0x000b23c0, Set: 0x3C, Hit, Tag: 0x000B2
Address: 0x000b3bb1, Set: 0xBB, Hit, Tag: 0x000B3
Address: 0x000c081f, Set: 0x81, Hit, Tag: 0x000C0
Address: 0x0008d0b5, Set: 0x0B, Hit, Tag: 0x0008D
Address: 0x0000e131, Set: 0x13, Hit, Tag: 0x0000E
Address: 0x000beaa9, Set: 0xAA, Hit, Tag: 0x000BE
Address: 0x00009e18, Set: 0xE1, Hit, Tag: 0x00009
Address: 0x000fcb4a, Set: 0xB4, Hit, Tag: 0x000FC
Address: 0x000be1ab, Set: 0x1A, Hit, Tag: 0x000BE
Address: 0x0001f92e, Set: 0x92, Hit, Tag: 0x0001F
Address: 0x00011f16, Set: 0xF1, Hit, Tag: 0x00011
Address: 0x0000d728, Set: 0x72, Hit, Tag: 0x0000D
Address: 0x000cd569, Set: 0x56, Hit, Tag: 0x000CD
Address: 0x0001023c, Set: 0x23, Hit, Tag: 0x00010
Address: 0x000ec8d1, Set: 0x8D, Hit, Tag: 0x000EC
Address: 0x0000ce00, Set: 0xE0, Hit, Tag: 0x0000C
Address: 0x0001291b, Set: 0x91, Hit, Tag: 0x00012
Address: 0x00015d06, Set: 0xD0, Hit, Tag: 0x00015
Address: 0x00011079, Set: 0x07, Hit, Tag: 0x00011
Address: 0x00010888, Set: 0x88, Hit, Tag: 0x00010
Address: 0x0001dc78, Set: 0xC7, Hit, Tag: 0x0001D
Address: 0x0000d8d2, Set: 0x8D, Hit, Tag: 0x0000D
Address: 0x000e9c27, Set: 0xC2, Hit, Tag: 0x000E9
Address: 0x000d4577, Set: 0x57, Hit, Tag: 0x000D4
Address: 0x000122c4, Set: 0x2C, Hit, Tag: 0x00012
Address: 0x00018468, Set: 0x46, Hit, Tag: 0x00018
Address: 0x000134c2, Set: 0x4C, Hit, Tag: 0x00013
Address: 0x00016285, Set: 0x28, Hit, Tag: 0x00016
Address: 0x00013ea3, Set: 0xEA, Hit, Tag: 0x00013
Address: 0x00099eb8, Set: 0xEB, Hit, Tag: 0x00099
Address: 0x0001cf0f, Set: 0xF0, Hit, Tag: 0x0001C
Address: 0x000f7d6e, Set: 0xD6, Hit, Tag: 0x000F7
Address: 0x00019906, Set: 0x90, Hit, Tag: 0x00019
Address: 0x000810d7, Set: 0x0D, Hit, Tag: 0x00081
Address: 0x00015751, Set: 0x75, Hit, Tag: 0x00015
Address: 0x000aaa84, Set: 0xA8, Hit, Tag: 0x000AA
Address: 0x000efe36, Set: 0xE3, Hit, Tag: 0x000EF
Address: 0x00091fd2, Set: 0xFD, Hit, Tag: 0x00091
Address: 0x0008ccbe, Set: 0xCB, Hit, Tag: 0x0008C
Address: 0x000ce744, Set: 0x74, Hit, Tag: 0x000CE
Address: 0x000c06fa, Set: 0x6F, Hit, Tag: 0x000C0
Address: 0x00093de7, Set: 0xDE, Hit, Tag: 0x00093
Address: 0x00016b81, Set: 0xB8, Hit, Tag: 0x00016
Address: 0x000bd8b9, Set: 0x8B, Hit, Tag: 0x000BD
Address: 0x000192b7, Set: 0x2B, Hit, Tag: 0x00019
Address: 0x0001e969, Set: 0x96, Hit, Tag: 0x0001E
Address: 0x000f8223, Set: 0x22, Hit, Tag: 0x000F8
Address: 0x0000ae64, Set: 0xE6, Hit, Tag: 0x0000A
Address: 0x000116ed, Set: 0x6E, Hit, Tag: 0x00011
Address: 0x00009ac8, Set: 0xAC, Hit, Tag: 0x00009
Address: 0x00013044, Set: 0x04, Hit, Tag: 0x00013
Address: 0x000186c7, Set: 0x6C, Hit, Tag: 0x00018
Address: 0x0000afae, Set: 0xFA, Hit, Tag: 0x0000A
Address: 0x0001e3ad, Set: 0x3A, Hit, Tag: 0x0001E
Address: 0x00017836, Set: 0x83, Hit, Tag: 0x00017
Address: 0x0000b755, Set: 0x75, Hit, Tag: 0x0000B
Address: 0x0001f63c, Set: 0x63, Hit, Tag: 0x0001F
Address: 0x000e4bf2, Set: 0xBF, Hit, Tag: 0x000E4
Address: 0x0000f1f0, Set: 0x1F, Hit, Tag: 0x0000F
Address: 0x000af9ab, Set: 0x9A, Hit, Tag: 0x000AF
Address: 0x0000d4ac, Set: 0x4A, Hit, Tag: 0x0000D
Address: 0x0001f03d, Set: 0x03, Hit, Tag: 0x0001F
Address: 0x000b7468, Set: 0x46, Hit, Tag: 0x000B7
Address: 0x000ff434, Set: 0x43, Hit, Tag: 0x000FF
Address: 0x00019735, Set: 0x73, Hit, Tag: 0x00019
Address: 0x000b6a51, Set: 0xA5, Hit, Tag: 0x000B6
Address: 0x0009afd2, Set: 0xFD, Hit, Tag: 0x0009A
Address: 0x0001d72e, Set: 0x72, Hit, Tag: 0x0001D
Address: 0x000abb17, Set: 0xB1, Hit, Tag: 0x000AB
Address: 0x00013f8b, Set: 0xF8, Hit, Tag: 0x00013
Address: 0x0000b755, Set: 0x75, Hit, Tag: 0x0000B
Address: 0x000a6db5, Set: 0xDB, Hit, Tag: 0x000A6
Address: 0x000bf892, Set: 0x89, Hit, Tag: 0x000BF
Address: 0x000ec736, Set: 0x73, Hit, Tag: 0x000EC
Address: 0x0009fbfa, Set: 0xBF, Hit, Tag: 0x0009F
Address: 0x000d6f8d, Set: 0xF8, Hit, Tag: 0x000D6
Address: 0x0000e3dd, Set: 0x3D, Hit, Tag: 0x0000E
Address: 0x000da40b, Set: 0x40, Hit, Tag: 0x000DA
Address: 0x000153af, Set: 0x3A, Hit, Tag: 0x00015
Address: 0x000d78a5, Set: 0x8A, Hit, Tag: 0x000D7
Address: 0x00019f56, Set: 0xF5, Hit, Tag: 0x00019
Address: 0x0001e2a4, Set: 0x2A, Hit, Tag: 0x0001E
Address: 0x000ffed9, Set: 0xED, Hit, Tag: 0x000FF
Address: 0x000f14ba, Set: 0x4B, Hit, Tag: 0x000F1
Address: 0x000178f8, Set: 0x8F, Hit, Tag: 0x00017
Address: 0x000fa11f, Set: 0x11, Hit, Tag: 0x000FA
Address: 0x00085d7d, Set: 0xD7, Hit, Tag: 0x00085
Address: 0x00019855, Set: 0x85, Hit, Tag: 0x00019
Address: 0x0000f1d9, Set: 0x1D, Hit, Tag: 0x0000F
Address: 0x0000cb94, Set: 0xB9, Hit, Tag: 0x0000C
Address: 0x00011958, Set: 0x95, Hit, Tag: 0x00011
Address: 0x000aa08e, Set: 0x08, Hit, Tag: 0x000AA
Address: 0x0000e63e, Set: 0x63, Hit, Tag: 0x0000E
Address: 0x000e8b66, Set: 0xB6, Hit, Tag: 0x000E8
Address: 0x00015679, Set: 0x67, Hit, Tag: 0x00015
Address: 0x000b5d0e, Set: 0xD0, Hit, Tag: 0x000B5
Address: 0x000d78a5, Set: 0x8A, Hit, Tag: 0x000D7
Address: 0x0000fb24, Set: 0xB2, Hit, Tag: 0x0000F
Address: 0x00015ee7, Set: 0xEE, Hit, Tag: 0x00015
Address: 0x00014b26, Set: 0xB2, Hit, Tag: 0x00014
Address: 0x000986fa, Set: 0x6F, Hit, Tag: 0x00098
Address: 0x000e9f46, Set: 0xF4, Hit, Tag: 0x000E9
Address: 0x0001f774, Set: 0x77, Hit, Tag: 0x0001F
Address: 0x0001e168, Set: 0x16, Hit, Tag: 0x0001E
Address: 0x00018fce, Set: 0xFC, Hit, Tag: 0x00018
Address: 0x0001cc59, Set: 0xC5, Hit, Tag: 0x0001C
Address: 0x000cb8eb, Set: 0x8E, Hit, Tag: 0x000CB
Address: 0x00015ad7, Set: 0xAD, Hit, Tag: 0x00015
Address: 0x0001db70, Set: 0xB7, Hit, Tag: 0x0001D
Address: 0x000154d9, Set: 0x4D, Hit, Tag: 0x00015
Address: 0x000cd1d9, Set: 0x1D, Hit, Tag: 0x000CD
Address: 0x0009afd2, Set: 0xFD, Hit, Tag: 0x0009A
Address: 0x000efffd, Set: 0xFF, Hit, Tag: 0x000EF
Address: 0x0001f774, Set: 0x77, Hit, Tag: 0x0001F
Address: 0x0001641c, Set: 0x41, Hit, Tag: 0x00016
Address: 0x000ce6d9, Set: 0x6D, Hit, Tag: 0x000CE
Address: 0x000199c8, Set: 0x9C, Hit, Tag: 0x00019
Address: 0x0000cfe3, Set: 0xFE, Hit, Tag: 0x0000C
Address: 0x00092d9e, Set: 0xD9, Hit, Tag: 0x00092
Address: 0x0000b990, Set: 0x99, Hit, Tag: 0x0000B
Address: 0x000e1aaf, Set: 0xAA, Hit, Tag: 0x000E1
Address: 0x000b3bb1, Set: 0xBB, Hit, Tag: 0x000B3
Address: 0x0000b990, Set: 0x99, Hit, Tag: 0x0000B
Address: 0x000195f1, Set: 0x5F, Hit, Tag: 0x00019
Address: 0x0001b520, Set: 0x52, Hit, Tag: 0x0001B
Address: 0x00091ef4, Set: 0xEF, Hit, Tag: 0x00091
Address: 0x000a2e13, Set: 0xE1, Hit, Tag: 0x000A2
Address: 0x000a0ac8, Set: 0xAC, Hit, Tag: 0x000A0
Address: 0x0000dac0, Set: 0xAC, Hit, Tag: 0x0000D
Address: 0x0001129d, Set: 0x29, Hit, Tag: 0x00011
Address: 0x0000cb94, Set: 0xB9, Hit, Tag: 0x0000C
Address: 0x000eb2d1, Set: 0x2D, Hit, Tag: 0x000EB
Address: 0x0008b4a5, Set: 0x4A, Hit, Tag: 0x0008B
Address: 0x00015f96, Set: 0xF9, Hit, Tag: 0x00015
Address: 0x0008db13, Set: 0xB1, Hit, Tag: 0x0008D
Address: 0x000133c3, Set: 0x3C, Hit, Tag: 0x00013
Address: 0x000eace1, Set: 0xCE, Hit, Tag: 0x000EA
Address: 0x000cd1ca, Set: 0x1C, Hit, Tag: 0x000CD
Address: 0x000fe31b, Set: 0x31, Hit, Tag: 0x000FE
Address: 0x0000dc47, Set: 0xC4, Hit, Tag: 0x0000D
Address: 0x0001be2a, Set: 0xE2, Hit, Tag: 0x0001B
Address: 0x0001706b, Set: 0x06, Hit, Tag: 0x00017
Address: 0x0001e876, Set: 0x87, Hit, Tag: 0x0001E
Address: 0x00008ab5, Set: 0xAB, Hit, Tag: 0x00008
Address: 0x000b7dc6, Set: 0xDC, Hit, Tag: 0x000B7
Address: 0x0000d85c, Set: 0x85, Miss, Tag: 0x0000D
Address: 0x0001852c, Set: 0x52, Hit, Tag: 0x00018
Address: 0x000abee4, Set: 0xEE, Hit, Tag: 0x000AB
Address: 0x000c2e45, Set: 0xE4, Hit, Tag: 0x000C2
Address: 0x000158af, Set: 0x8A, Hit, Tag: 0x00015
Address: 0x0000988b, Set: 0x88, Hit, Tag: 0x00009
Address: 0x000107cf, Set: 0x7C, Hit, Tag: 0x00010
Address: 0x00011d37, Set: 0xD3, Hit, Tag: 0x00011
Address: 0x0000b90c, Set: 0x90, Hit, Tag: 0x0000B
Address: 0x000c9e1e, Set: 0xE1, Hit, Tag: 0x000C9
Address: 0x000e873b, Set: 0x73, Hit, Tag: 0x000E8
Address: 0x0001f3ef, Set: 0x3E, Hit, Tag: 0x0001F
Address: 0x00019b93, Set: 0xB9, Hit, Tag: 0x00019
Address: 0x000a4a76, Set: 0xA7, Hit, Tag: 0x000A4
Address: 0x0000eb7e, Set: 0xB7, Hit, Tag: 0x0000E
Address: 0x0000bb02, Set: 0xB0, Hit, Tag: 0x0000B
Address: 0x0000c36f, Set: 0x36, Hit, Tag: 0x0000C
Address: 0x000b4f98, Set: 0xF9, Hit, Tag: 0x000B4
Address: 0x0001cdb5, Set: 0xDB, Hit, Tag: 0x0001C
Address: 0x000d62a9, Set: 0x2A, Hit, Tag: 0x000D6
Address: 0x000a7417, Set: 0x41, Hit, Tag: 0x000A7
Address: 0x000c2e45, Set: 0xE4, Hit, Tag: 0x000C2
Address: 0x0000cafd, Set: 0xAF, Hit, Tag: 0x0000C
Address: 0x000c9e7c, Set: 0xE7, Hit, Tag: 0x000C9
Address: 0x000c2340, Set: 0x34, Hit, Tag: 0x000C2
Address: 0x00016222, Set: 0x22, Hit, Tag: 0x00016
Address: 0x0000963e, Set: 0x63, Hit, Tag: 0x00009
Address: 0x00083f51, Set: 0xF5, Hit, Tag: 0x00083
Address: 0x000ce744, Set: 0x74, Hit, Tag: 0x000CE
Address: 0x000ba021, Set: 0x02, Hit, Tag: 0x000BA
Address: 0x000f0179, Set: 0x17, Hit, Tag: 0x000F0
Address: 0x00019e5c, Set: 0xE5, Hit, Tag: 0x00019
Address: 0x0000d96c, Set: 0x96, Hit, Tag: 0x0000D
Address: 0x000e4bf2, Set: 0xBF, Hit, Tag: 0x000E4
Address: 0x000b23c6, Set: 0x3C, Hit, Tag: 0x000B2
Address: 0x000b71a3, Set: 0x1A, Hit, Tag: 0x000B7
Address: 0x0000ba72, Set: 0xA7, Hit, Tag: 0x0000B
Address: 0x00090e22, Set: 0xE2, Hit, Tag: 0x00090
Address: 0x00018fa0, Set: 0xFA, Hit, Tag: 0x00018
Address: 0x0009e0f1, Set: 0x0F, Hit, Tag: 0x0009E
Address: 0x000d008f, Set: 0x08, Hit, Tag: 0x000D0
Address: 0x000b5e27, Set: 0xE2, Hit, Tag: 0x000B5
Address: 0x000f8223, Set: 0x22, Hit, Tag: 0x000F8
Address: 0x0000ed05, Set: 0xD0, Hit, Tag: 0x0000E
Address: 0x000fcbcf, Set: 0xBC, Hit, Tag: 0x000FC
Address: 0x000d4cba, Set: 0xCB, Hit, Tag: 0x000D4
Address: 0x0000af11, Set: 0xF1, Hit, Tag: 0x0000A
Address: 0x000b6a51, Set: 0xA5, Hit, Tag: 0x000B6
Address: 0x00014fa5, Set: 0xFA, Hit, Tag: 0x00014
Address: 0x000a7509, Set: 0x50, Hit, Tag: 0x000A7
Address: 0x0000ac6f, Set: 0xC6, Hit, Tag: 0x0000A
Address: 0x000a1750, Set: 0x75, Hit, Tag: 0x000A1
Address: 0x000107cf, Set: 0x7C, Hit, Tag: 0x00010
Address: 0x0001f63c, Set: 0x63, Hit, Tag: 0x0001F
Address: 0x0000df00, Set: 0xF0, Hit, Tag: 0x0000D
Address: 0x00011775, Set: 0x77, Hit, Tag: 0x00011
Address: 0x000897be, Set: 0x7B, Hit, Tag: 0x00089
Address: 0x000adf43, Set: 0xF4, Hit, Tag: 0x000AD
Address: 0x000d93b4, Set: 0x3B, Hit, Tag: 0x000D9
Address: 0x0001063e, Set: 0x63, Hit, Tag: 0x00010
Address: 0x0000afae, Set: 0xFA, Hit, Tag: 0x0000A
Address: 0x0008903a, Set: 0x03, Hit, Tag: 0x00089
Address: 0x000a6db5, Set: 0xDB, Hit, Tag: 0x000A6
Address: 0x000f6b96, Set: 0xB9, Hit, Tag: 0x000F6
Address: 0x0000a141, Set: 0x14, Hit, Tag: 0x0000A
Address: 0x0000f9dd, Set: 0x9D, Hit, Tag: 0x0000F
Address: 0x0001bd26, Set: 0xD2, Hit, Tag: 0x0001B
Address: 0x00011775, Set: 0x77, Hit, Tag: 0x00011
Address: 0x00013d0c, Set: 0xD0, Hit, Tag: 0x00013
Address: 0x000edec1, Set: 0xEC, Hit, Tag: 0x000ED
Address: 0x00016014, Set: 0x01, Hit, Tag: 0x00016
Address: 0x000c9e7c, Set: 0xE7, Hit, Tag: 0x000C9
Address: 0x0009bbd1, Set: 0xBD, Hit, Tag: 0x0009B
Address: 0x000afdae, Set: 0xDA, Hit, Tag: 0x000AF
Address: 0x000d81fb, Set: 0x1F, Hit, Tag: 0x000D8
Address: 0x00008880, Set: 0x88, Hit, Tag: 0x00008
Address: 0x000ff33e, Set: 0x33, Hit, Tag: 0x000FF
Address: 0x0000e015, Set: 0x01, Hit, Tag: 0x0000E
Address: 0x00008880, Set: 0x88, Hit, Tag: 0x00008
Address: 0x00018358, Set: 0x35, Hit, Tag: 0x00018
Address: 0x000138a1, Set: 0x8A, Hit, Tag: 0x00013
Address: 0x0000b51a, Set: 0x51, Hit, Tag: 0x0000B
Address: 0x0008d5cd, Set: 0x5C, Hit, Tag: 0x0008D
Address: 0x0001e168, Set: 0x16, Hit, Tag: 0x0001E
Address: 0x000ec159, Set: 0x15, Hit, Tag: 0x000EC
Address: 0x0000cfe3, Set: 0xFE, Hit, Tag: 0x0000C
Address: 0x0000f1d9, Set: 0x1D, Hit, Tag: 0x0000F
